,First word,Second word,Third word,Faculty,Admission probability,Relatives graduated this faculty,Plans to work in this field,Preparation for admission,Math,Russian language,Social science,Foreign language,History,Probability of other faculties admission,Pay for university possibility,Student loan,Age,Sex,Financial situation of the family,Number of foreign languages,First foreign language,Second foreign language,Third foreign language,Fourth foreign language,Family social class
881,фундаментальный,,,Физический факультет,7,yes,2.0,5,66,84,88,55,55,6,3.0,2,18,2,5,1,английский,,,,3
882,английский, интересный, познавательный,Филологический факультет,5,no,1.0,1,44,82,65,83,54,6,2.0,1,18,2,6,2,,английский немецкий,,,2
883,увлекательный, интересный, перспективный,Высшая школа современных социальных наук факультет,5,no,1.0,1,82,75,69,55,65,7,1.0,3,17,1,5,1,английский,,,,3
885,точный, ответственный, престижный,Юридический факультет,8,no,1.0,1,87,79,83,95,61,7,2.0,2,18,1,7,2,,английский японский,,,7
886,интересный,,,Философский факультет,8,no,2.0,1,79,72,80,98,54,9,1.0,2,16,1,5,2,английский китайский,,,,2
887,устаревший, фундаментальный, престижный,Экономический факультет,7,yes,1.0,5,87,79,75,74,63,5,3.0,2,18,2,7,1,английский,,,,3
888,четкий, организованный, лояльный,Экономический факультет,7,no,2.0,2,79,82,80,98,55,9,1.0,2,18,1,4,1,английский,,,,3
889,профессиональный, правовой, конституция,Юридический факультет,5,yes,2.0,5,60,92,71,71,71,6,1.0,3,18,2,6,1,английский,,,,3
891,престижный, серьезный, привлекательный,Юридический факультет,10,yes,2.0,1,63,73,83,83,83,5,3.0,2,17,2,4,1,английский,,,,3
892,интересный, полезный ,познавательный,Социологический факультет,7,yes,3.0,5,50,80,74,74,74,7,2.0,3,18,2,5,1,английский,,,,3
893,перспективный, полезный, интересный,Высшая школа государственного аудита факультет,5,yes,2.0,5,63,57,72,72,72,7,1.0,2,18,2,6,1,английский,,,,3
895,высокий уровень,лучший, трудоустройство,Юридический факультет,7,yes,2.0,3,68,64,63,63,63,4,3.0,2,17,1,7,1,английский,,,,3
896,красивый, могучий, классный,Юридический факультет,8,yes,1.0,1.2,66,87,75,75,75,1,3.0,2,18,2,5,1,английский,,,,3
897,востребованный,интересный,престижный,Юридический факультет,6,yes,4.0,1.2,59,61,59,59,59,6,1.0,3,17,2,5,1,английский,,,,2
898,престижный,дорогой,сложный,Экономический факультет,8,yes,2.0,1,53,61,57,57,57,5,3.0,3,17,1,5,1,английский,,,,3
899,общественный, современный, актуальный,Высшая школа современных социальных наук факультет,7,yes,2.0,2,44,70,77,77,77,4,2.0,2,17,1,5,1,английский,,,,3
900,успешный, престижный, интересный,Механико–математический факультет,6,yes,5.0,1,61,53,50,50,50,5,2.0,2,16,2,4,1,английский,,,,3
901,качественный, интересный, трудный,Юридический факультет,10,yes,5.0,1,63,98,77,77,77,8,3.0,3,18,2,5,1,английский,,,,3
902,интересный, познавательный, престижный,Социологический факультет,10,yes,1.0,1,24,70,79,79,79,8,1.0,2,18,2,3,1,английский,,,,33
903,слоный, разносторонний, интересный,Филологический факультет,7,yes,2.0,1,57,61,79,79,79,7,3.0,1,18,2,5,1,английский,,,,2
905,интересный, увлекательный,,Химический факультет,8,yes,2.0,1,68,84,55,89,50,8,2.0,2,17,2,3,1,английский,,,,2
906,старый, прямоугольный, гуманитарный,Социологический факультет,10,yes,4.0,1,60,87,65,87,61,6,2.0,2,17,1,5,1,английский,,,,3
907,престижный, качественный, дорогой,Экономический факультет,8,yes,4.0,1,68,82,72,73,56,8,2.0,2,18,2,4,1,английский,,,,3
908,крутой, замечательный, современный,Экономический факультет,10,yes,2.0,1,66,98,63,95,65,7,2.0,2,18,2,4,1,английский,,,,2
909,активный, престижный, нравящийся,Высшая школа государственного аудита факультет,7,yes,3.0,4,32,68,66,83,77,7,1.0,2,18,2,3,1,английский,,,,3
910,экономический, экономичный, экономный,Экономический факультет,7,yes,4.0,1,95,92,62,93,75,9,3.0,2,18,2,3,1,английский,,,,3
911,перспективный, интересный, новый,Экономический факультет,8,yes,2.0,5,48,95,62,82,84,9,2.0,2,17,1,5,1,английский,,,,2
912,познавательный, серьезный, нужный,Юридический факультет,6,yes,2.0,4,77,92,100,88,63,10,1.0,2,18,2,4,1,английский,,,,3
913,престижный,качественный,перспективный,Юридический факультет,8,yes,2.0,4,84,87,85,92,64,5,2.0,2,18,2,5,1,английский,,,,7
914,неизвестный, загадочный, симпотичный,Социологический факультет,5,yes,2.0,5,63,100,64,75,82,9,1.0,2,18,2,3,1,английский,,,,3
916,интересный, исторический,гуманитарный,Факультет глобальных процессов,7,yes,2.0,1,72,84,62,95,61,7,2.0,2,18,1,6,1,английский,,,,2
917,большой, стеклянный, престижный,Экономический факультет,9,yes,1.0,4,68,98,61,89,96,8,2.0,3,18,2,4,1,английский,,,,3
918,государство, документы, скучный,Высшая школа государственного аудита факультет,6,yes,2.0,1,44,84,61,74,61,7,1.0,2,18,2,3,1,английский,,,,2
919,творческий, мыслящий, развивающий,Философский факультет,7,yes,4.0,1,67,92,63,63,61,5,2.0,2,17,2,4,1,английский,,,,7
